,host_id,host_since,host_verifications,host_total_listings_count,host_is_superhost,host_response_rate,neighbourhood
9810,293264001,2019-09-08,"['email', 'phone']",9.0,f,100%,"Brooklyn, New York, United States"
9819,49191712,2015-11-16,"['email', 'phone']",1.0,f,100%,
9820,450072305,2022-03-17,['phone'],2.0,t,100%,"Brooklyn, New York, United States"
9821,49924063,2015-11-26,"['email', 'phone']",3.0,f,100%,"Brooklyn, New York, United States"
9822,31614694,2015-04-20,"['email', 'phone']",1.0,t,100%,"Queens, New York, United States"
9823,4175606,2012-11-17,"['email', 'phone']",6.0,f,100%,"Brooklyn, New York, United States"
9824,278922840,2019-07-24,"['email', 'phone']",1.0,t,100%,"Brooklyn, New York, United States"
9825,203397896,2018-07-18,"['email', 'phone']",1.0,t,100%,"Brooklyn , New York, United States"
9826,20998341,2014-09-06,"['email', 'phone', 'work_email']",4.0,f,60%,
9827,495011202,2023-01-08,"['email', 'phone']",2.0,f,100%,"The Bronx, New York, United States"
9829,5125173,2013-02-17,"['email', 'phone']",3.0,f,100%,"New York, United States"
9830,27107891,2015-02-02,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
9831,76816045,2016-06-09,"['email', 'phone']",4.0,,100%,
9832,132586703,2017-05-30,"['email', 'phone']",1.0,t,,
9833,488754512,2022-11-22,"['email', 'phone']",1.0,t,100%,
9834,471180844,2022-07-23,['phone'],4.0,t,100%,"Brooklyn, New York, United States"
9836,10450748,2013-12-05,"['email', 'phone']",3.0,f,100%,"Brooklyn, New York, United States"
9838,3636827,2012-09-21,"['email', 'phone']",5.0,t,,"Brooklyn, New York, United States"
9839,40275,2009-09-21,"['email', 'phone']",3.0,f,88%,
9840,294953435,2019-09-14,"['email', 'phone']",2.0,f,100%,"Brooklyn, New York, United States"
9841,13345559,2014-03-20,"['email', 'phone']",2.0,f,90%,
9842,93947132,2016-09-06,"['email', 'phone']",3.0,f,100%,"Brooklyn, New York, United States"
9843,43825948,2015-09-10,"['email', 'phone']",3.0,f,89%,"New York, United States"
9844,686768,2011-06-10,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
9845,252642141,2019-04-01,"['email', 'phone']",2.0,f,,
9846,271852938,2019-06-27,"['email', 'phone']",1.0,f,100%,"The Bronx, New York, United States"
9847,337853119,2020-02-21,"['email', 'phone']",1.0,t,100%,"Brooklyn, New York, United States"
9848,10432817,2013-12-04,"['email', 'phone']",8.0,f,93%,
9850,495131694,2023-01-09,"['email', 'phone']",1.0,f,,
9851,1550888,2011-12-30,"['email', 'phone']",9.0,t,100%,"Brooklyn, New York, United States"
9853,18833883,2014-07-24,"['email', 'phone']",1.0,f,100%,"Brooklyn , New York, United States"
9854,262035496,2019-05-15,"['phone', 'work_email']",1.0,f,100%,"Brooklyn, New York, United States"
9855,170660006,2018-01-29,"['email', 'phone']",1.0,f,100%,"Brooklyn, New York, United States"
9856,20236928,2014-08-18,"['email', 'phone']",2.0,t,100%,
9857,840868,2011-07-19,"['email', 'phone']",4.0,t,100%,"New York, United States"
9859,365526556,2020-09-02,['phone'],3.0,f,78%,"Brooklyn, New York, United States"
9860,73932051,2016-05-25,"['email', 'phone']",2.0,f,,
9861,105703386,2016-11-30,"['email', 'phone']",2.0,t,100%,
9862,475028559,2022-08-14,"['email', 'phone']",4.0,f,,
9864,16865342,2014-06-16,"['email', 'phone', 'work_email']",2.0,t,100%,"Brooklyn, New York, United States"
9866,440454372,2022-01-14,"['email', 'phone', 'work_email']",2.0,f,,"Brooklyn, New York, United States"
9867,476343659,2022-08-23,"['email', 'phone']",6.0,t,100%,
9870,483214440,2022-10-11,"['email', 'phone']",8.0,,100%,"Brooklyn, New York, United States"
9873,65611806,2016-04-03,"['email', 'phone']",15.0,t,100%,
9877,31925547,2015-04-25,"['email', 'phone']",1.0,f,100%,"Queens, New York, United States"
9878,504308284,2023-03-07,['phone'],1.0,t,100%,
9879,15558725,2014-05-15,['phone'],1.0,f,,
9880,312288,2010-12-07,"['email', 'phone']",3.0,f,100%,"New York, United States"
9881,81480907,2016-07-03,"['email', 'phone']",1.0,f,100%,
9882,35477424,2015-06-10,"['email', 'phone']",1.0,t,100%,"Bronx, New York, United States"
9883,209584006,2018-08-14,"['email', 'phone']",1.0,t,100%,
9884,66813379,2016-04-11,"['email', 'phone']",2.0,f,100%,"Brooklyn, New York, United States"
9885,385248797,2021-01-19,"['email', 'phone']",1.0,f,100%,"Brooklyn, New York, United States"
9886,69469129,2016-04-29,"['email', 'phone']",4.0,f,100%,
9888,517029148,2023-05-28,['phone'],1.0,f,67%,
9889,22367030,2014-10-10,"['email', 'phone']",3.0,f,100%,
9891,472422648,2022-07-30,"['email', 'phone']",7.0,f,60%,"New York, United States"
9894,252796752,2019-04-02,"['email', 'phone']",2.0,t,100%,"New York, United States"
9895,291273509,2019-09-03,"['email', 'phone']",1.0,t,100%,"Queens, New York, United States"
9896,26355565,2015-01-19,"['email', 'phone']",2.0,f,100%,"New York, United States"
9897,248490,2010-09-29,"['email', 'phone']",2.0,t,90%,"Brooklyn, New York, United States"
9899,120761466,2017-03-14,['phone'],4.0,t,100%,"Brooklyn , New York, United States"
9900,461085634,2022-05-26,['phone'],6.0,f,76%,"Brooklyn, New York, United States"
9902,140470401,2017-07-14,"['email', 'phone']",2.0,t,100%,"Brooklyn, New York, United States"
9904,53375167,2016-01-05,"['email', 'phone']",1.0,t,100%,"Brooklyn, New York, United States"
9905,11577427,2014-01-23,"['email', 'phone']",2.0,t,90%,"Brooklyn, New York, United States"
9906,31305991,2015-04-15,"['email', 'phone']",1.0,t,86%,"Brooklyn, New York, United States"
9907,11501956,2014-01-21,"['email', 'phone']",2.0,t,100%,"Brooklyn, New York, United States"
9908,357523705,2020-07-20,['phone'],4.0,t,100%,"New York, United States"
9911,5447617,2013-03-13,"['email', 'phone']",7.0,f,100%,
9914,430520580,2021-11-05,"['email', 'phone']",12.0,f,91%,"Brooklyn, New York, United States"
9923,237406328,2019-01-18,"['email', 'phone']",5.0,t,100%,
9925,408634137,2021-06-22,['phone'],1.0,f,100%,"New York, United States"
9926,377577659,2020-11-30,"['email', 'phone']",2.0,t,100%,
9928,1690709,2012-02-02,"['email', 'phone', 'work_email']",1.0,t,100%,"Brooklyn, New York, United States"
9929,496944100,2023-01-19,"['email', 'phone']",2455.0,f,100%,"New York, United States"
10248,11812868,2014-01-31,"['email', 'phone', 'work_email']",1.0,t,100%,"Brooklyn, New York, United States"
10249,19758179,2014-08-10,"['email', 'phone']",10.0,f,100%,
10258,387284813,2021-02-04,"['email', 'phone']",1.0,f,90%,"New York, United States"
10259,6918423,2013-06-14,"['email', 'phone']",1.0,t,100%,"Brooklyn, New York, United States"
10260,80333311,2016-06-27,"['email', 'phone']",1.0,t,100%,
10261,338801033,2020-02-25,"['email', 'phone']",4.0,f,,"Brooklyn, New York, United States"
10262,346356,2011-01-13,"['email', 'phone']",4.0,,100%,"Brooklyn, New York, United States"
10263,421062905,2021-09-01,"['email', 'phone']",3.0,f,100%,
10264,521131578,2023-06-20,"['email', 'phone']",3.0,f,100%,"Queens, New York, United States"
10266,2829145,2012-07-04,"['email', 'phone']",2.0,f,50%,"Brooklyn, New York, United States"
10268,216456504,2018-09-20,"['email', 'phone']",4.0,f,100%,"Bronx, New York, United States"
10271,472114792,2022-07-28,"['email', 'phone', 'work_email']",2.0,f,100%,
10272,58234433,2016-02-10,"['email', 'phone']",10.0,t,99%,"Queens, New York, United States"
10276,454437633,2022-04-15,"['email', 'phone']",1.0,f,100%,
10277,7356,2009-02-03,"['email', 'phone']",2.0,f,,
10279,97148702,2016-09-28,['phone'],1.0,t,100%,"Brooklyn, New York, United States"
10280,72410854,2016-05-16,"['email', 'phone']",3.0,f,67%,
10281,420960795,2021-08-31,"['email', 'phone']",1.0,f,,
10282,527694940,2023-07-24,['phone'],2.0,f,,
10283,70959022,2016-05-08,"['email', 'phone']",3.0,f,100%,
10284,269375752,2019-06-17,"['email', 'phone']",3.0,t,92%,"Queens, New York, United States"
10287,1356834,2011-10-31,"['email', 'phone']",3.0,f,0%,
10288,470975288,2022-07-22,"['email', 'phone']",4.0,t,100%,"Brooklyn, New York, United States"
10289,4335872,2012-12-05,"['email', 'phone']",2.0,t,100%,"Brooklyn, New York, United States"
10290,198521670,2018-06-27,"['email', 'phone']",1.0,t,100%,"Queens, New York, United States"
10291,487732145,2022-11-14,"['email', 'phone']",1.0,f,100%,
10292,371559902,2020-10-11,"['email', 'phone']",4.0,t,100%,"Queens, New York, United States"
10293,53475735,2016-01-05,"['email', 'phone']",1.0,f,100%,"The Bronx, New York, United States"
10294,339421913,2020-02-28,['phone'],4.0,f,100%,
10295,65905028,2016-04-05,"['email', 'phone']",1.0,f,100%,
10296,20302754,2014-08-20,"['email', 'phone', 'work_email']",3.0,f,80%,"Brooklyn, New York, United States"
10299,9606640,2013-10-24,"['email', 'phone']",2.0,t,100%,"Brooklyn, New York, United States"
10300,11079691,2014-01-06,"['email', 'phone']",2.0,f,100%,"Brooklyn, New York, United States"
10301,5053976,2013-02-11,"['email', 'phone']",4.0,f,43%,
10305,81430151,2016-07-03,"['email', 'phone']",1.0,f,0%,"Astoria, New York, United States"
10306,2730883,2012-06-24,"['email', 'phone']",4.0,f,0%,"New York, United States"
10308,33750239,2015-05-19,"['email', 'phone']",3.0,t,80%,"Brooklyn, Northern Mariana Islands, United States"
10309,326084746,2020-01-10,"['email', 'phone', 'work_email']",1231.0,f,100%,
10380,314151200,2019-12-03,"['email', 'phone']",8.0,f,100%,
10388,11494077,2014-01-20,"['email', 'phone']",2.0,f,100%,"Brooklyn, New York, United States"
10389,441153856,2022-01-19,['phone'],1.0,f,83%,
10390,1690322,2012-02-02,"['email', 'phone']",6.0,t,90%,"Brooklyn, New York, United States"
10391,68309691,2016-04-21,"['email', 'phone']",1.0,t,90%,"Fresh meadows, New York, United States"
10392,491347586,2022-12-13,"['email', 'phone']",5.0,t,100%,
10395,460974764,2022-05-25,"['email', 'phone']",1.0,t,100%,
10396,262812,2010-10-15,"['email', 'phone']",2.0,f,50%,"Brooklyn, New York, United States"
10397,49654304,2015-11-22,"['email', 'phone']",1.0,t,100%,"Queens, New York, United States"
10398,162470390,2017-12-13,"['email', 'phone']",1.0,f,88%,
10399,6180052,2013-05-01,"['email', 'phone']",1.0,f,100%,"Brooklyn, New York, United States"
10400,2630510,2012-06-13,"['email', 'phone']",5.0,f,100%,"Brooklyn, New York, United States"
10401,1217086,2011-09-27,"['email', 'phone', 'work_email']",3.0,f,33%,"Brooklyn, New York, United States"
10402,490412669,2022-12-06,"['email', 'phone']",6.0,f,88%,
10407,263916265,2019-05-24,"['email', 'phone']",8.0,f,44%,
10408,171543177,2018-02-04,"['email', 'phone']",2.0,f,100%,"Queens, New York, United States"
10410,152331348,2017-09-27,"['email', 'phone']",2.0,f,100%,"Queens, New York, United States"
10411,39085295,2015-07-20,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
10412,268397728,2019-06-13,"['email', 'phone']",7.0,f,,"New York, United States"
10414,217189801,2018-09-25,"['email', 'phone']",1.0,t,,"Brooklyn, New York, United States"
10415,509602142,2023-04-11,"['email', 'phone']",3.0,f,100%,"Queens, New York, United States"
10417,17944053,2014-07-10,"['email', 'phone']",8.0,,100%,"Brooklyn, New York, United States"
10418,207808113,2018-08-06,"['email', 'phone']",2.0,f,,"East Elmhurst, New York, United States"
10419,9837286,2013-11-05,"['email', 'phone']",1.0,f,100%,"Brooklyn, New York, United States"
10420,211682646,2018-08-25,"['email', 'phone']",1.0,f,100%,"Queens, New York, United States"
10421,125828141,2017-04-14,"['email', 'phone']",4.0,t,100%,
10422,95459395,2016-09-16,"['email', 'phone', 'work_email']",444.0,f,98%,"New York, United States"
10442,18264329,2014-07-17,"['email', 'phone']",1.0,f,100%,"Brooklyn, New York, United States"
10443,53821850,2016-01-08,"['email', 'phone']",7.0,f,100%,
10444,45404393,2015-09-29,"['email', 'phone']",3.0,f,100%,
10447,49639577,2015-11-22,"['email', 'phone', 'work_email']",2.0,f,100%,
10448,10164435,2013-11-21,"['email', 'phone', 'work_email']",11.0,f,100%,"Queens, New York, United States"
10450,478448449,2022-09-06,"['email', 'phone']",3.0,f,100%,
10451,103361884,2016-11-11,"['email', 'phone']",3.0,f,50%,"Brooklyn, New York, United States"
10452,23952819,2014-11-19,"['email', 'phone']",5.0,f,100%,
10454,167364935,2018-01-12,"['email', 'phone']",5.0,f,100%,"New York, United States"
10455,16838156,2014-06-16,"['email', 'phone']",3.0,f,100%,
10456,133620428,2017-06-05,"['email', 'phone']",2.0,t,100%,
10457,428838691,2021-10-24,"['email', 'phone']",1.0,f,100%,
10458,496749638,2023-01-18,"['email', 'phone']",2.0,f,90%,
10460,421601513,2021-09-04,"['email', 'phone']",5.0,t,100%,
10463,121705027,2017-03-20,"['email', 'phone']",2.0,f,29%,
10464,8011670,2013-08-07,"['email', 'phone']",2.0,t,100%,
10465,7858405,2013-07-31,"['email', 'phone']",2.0,f,100%,
10466,9122037,2013-09-29,"['email', 'phone']",5.0,t,80%,"Brooklyn, New York, United States"
10467,153284967,2017-10-04,['phone'],1.0,f,60%,
10468,172703794,2018-02-10,"['email', 'phone', 'work_email']",1.0,f,100%,"Brooklyn, New York, United States"
10469,374308047,2020-11-03,"['email', 'phone']",1.0,t,100%,
10470,278938434,2019-07-24,"['email', 'phone']",1.0,f,100%,
10471,3393434,2012-08-27,"['email', 'phone']",10.0,f,100%,"Brooklyn, New York, United States"
10472,69246339,2016-04-27,"['email', 'phone', 'work_email']",4.0,f,100%,
10476,1027253,2011-08-27,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
10477,118419433,2017-02-27,"['email', 'phone', 'work_email']",5.0,f,100%,"Queens, New York, United States"
10479,1748382,2012-02-14,"['email', 'phone']",6.0,f,92%,"Brooklyn, New York, United States"
10481,501232239,2023-02-15,"['email', 'phone']",26.0,t,98%,"Brooklyn, New York, United States"
10496,107177716,2016-12-13,"['email', 'phone']",1.0,t,100%,"Brooklyn, New York, United States"
10497,452163088,2022-03-31,['phone'],2.0,f,100%,"Queens, New York, United States"
10498,521952721,2023-06-25,['phone'],2.0,f,,"Queens, New York, United States"
10499,130322100,2017-05-14,"['email', 'phone']",5.0,f,80%,"Bronx, New York, United States"
10500,6274432,2013-05-07,"['email', 'phone']",2.0,t,93%,"The Bronx, New York, United States"
10502,32628002,2015-05-04,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
10503,13212779,2014-03-17,"['email', 'phone']",1.0,t,100%,"Brooklyn, New York, United States"
10504,221595048,2018-10-19,"['email', 'phone']",1.0,f,100%,
10505,152366935,2017-09-27,"['email', 'phone']",1.0,f,100%,"Queens, New York, United States"
10506,468197743,2022-07-07,"['email', 'phone']",1.0,t,100%,"Brooklyn, New York, United States"
10507,110708643,2017-01-09,['phone'],2.0,f,100%,
10508,4303663,2012-12-02,"['email', 'phone', 'work_email']",2.0,f,100%,"Brooklyn, New York, United States"
10510,128480,2010-05-20,"['email', 'phone']",1.0,t,100%,"Brooklyn, New York, United States"
10511,131019994,2017-05-19,"['email', 'phone', 'work_email']",1.0,f,100%,
10512,23545344,2014-11-09,"['email', 'phone']",3.0,t,100%,"Queens, New York, United States"
10513,428462460,2021-10-21,"['email', 'phone']",1.0,f,0%,
10514,1539749,2011-12-27,"['email', 'phone']",6.0,t,100%,
10517,435361795,2021-12-09,"['email', 'phone']",5.0,f,100%,"New York, United States"
10521,1437621,2011-11-23,"['email', 'phone']",3.0,f,,
10522,461852348,2022-05-31,"['email', 'phone']",2.0,f,100%,"Queens, New York, United States"
10523,8535372,2013-08-30,"['email', 'phone']",2.0,f,0%,
10524,18865030,2014-07-25,"['email', 'phone']",3.0,t,100%,"Queens, New York, United States"
10525,13731605,2014-03-31,"['email', 'phone']",3.0,t,83%,"Brooklyn, New York, United States"
10526,449071316,2022-03-11,"['email', 'phone']",2.0,f,100%,
10527,4828055,2013-01-24,"['email', 'phone']",2.0,f,100%,"Brooklyn, New York, United States"
10528,64579750,2016-03-26,"['email', 'phone']",1.0,f,,
10529,263514248,2019-05-22,"['email', 'phone']",1.0,f,,
10530,107090124,2016-12-12,['phone'],1.0,t,100%,"The Bronx, New York, United States"
10531,533292672,2023-08-22,"['email', 'phone']",9.0,f,96%,
10540,11586857,2014-01-23,['phone'],6.0,f,100%,
10542,336920496,2020-02-17,"['email', 'phone']",2.0,f,100%,
10544,468542989,2022-07-09,"['email', 'phone']",1.0,f,80%,
10545,101234103,2016-10-25,"['email', 'phone']",1.0,f,,"Queens, New York, United States"
10546,387688509,2021-02-07,['phone'],1.0,f,,
10547,383231871,2021-01-05,"['email', 'phone']",3.0,f,100%,
10548,70636634,2016-05-06,"['email', 'phone']",10.0,f,100%,
10556,340064506,2020-03-03,"['email', 'phone']",2.0,f,100%,
10557,74541079,2016-05-29,"['email', 'phone']",10.0,f,0%,
10559,181376,2010-07-26,"['email', 'phone']",5.0,t,100%,"Brooklyn, New York, United States"
10561,122237917,2017-03-23,"['email', 'phone']",3.0,t,93%,
10562,420019170,2021-08-24,"['email', 'phone']",3.0,t,100%,"Bronx, New York, United States"
10563,425897675,2021-10-04,"['email', 'phone']",1.0,t,100%,"The Bronx, New York, United States"
10564,2232821,2012-04-26,"['email', 'phone']",3.0,t,100%,"New York, United States"
10565,40875021,2015-08-08,"['email', 'phone']",4.0,f,100%,"New York, United States"
10569,144467793,2017-08-05,"['email', 'phone']",2.0,,100%,"The Bronx, New York, United States"
10570,403346164,2021-05-24,['phone'],1.0,f,100%,"Brooklyn, New York, United States"
10571,2186974,2012-04-20,"['email', 'phone']",1.0,f,100%,
10572,12798614,2014-03-04,"['email', 'phone']",3.0,f,100%,"Brooklyn, New York, United States"
10573,6744636,2013-06-04,"['email', 'phone']",1.0,t,100%,"Brooklyn, New York, United States"
10574,418957463,2021-08-17,"['email', 'phone']",2.0,f,33%,
10575,475785151,2022-08-19,"['email', 'phone']",4.0,f,98%,"Brooklyn, New York, United States"
10579,5607925,2013-03-24,"['email', 'phone', 'work_email']",1.0,f,0%,
10580,886585,2011-07-28,"['email', 'phone', 'work_email']",2.0,f,100%,
10581,90632607,2016-08-18,"['email', 'phone']",1.0,f,50%,
10582,441036942,2022-01-18,"['email', 'phone']",1.0,t,100%,"New York, United States"
10583,63403077,2016-03-17,"['email', 'phone']",3.0,t,100%,"New York, United States"
10586,493191472,2022-12-28,"['email', 'phone']",1.0,f,90%,"Queens, New York, United States"
10587,12528462,2014-02-24,"['email', 'phone']",4.0,f,100%,
10588,36012265,2015-06-17,"['email', 'phone']",1.0,f,13%,"Brooklyn, New York, United States"
10589,32167398,2015-04-29,"['email', 'phone']",15.0,f,100%,"Queens, New York, United States"
10595,369309284,2020-09-25,"['email', 'phone']",1.0,t,100%,"New York, United States"
10596,139357580,2017-07-09,"['email', 'phone']",8.0,t,100%,"Queens, New York, United States"
10602,3994331,2012-10-28,"['email', 'phone']",3.0,f,,"New York, United States"
10603,434939029,2021-12-06,"['email', 'phone']",1.0,f,80%,
10604,11951100,2014-02-04,"['email', 'phone']",7.0,f,100%,"Brooklyn, New York, United States"
10605,116067987,2017-02-12,"['email', 'phone']",3.0,f,100%,"Queens, New York, United States"
10607,135093573,2017-06-14,"['email', 'phone']",1.0,t,100%,"Queens, New York, United States"
10608,7149860,2013-06-27,"['email', 'phone']",10.0,f,100%,
10609,257541,2010-10-09,"['email', 'phone']",4.0,t,81%,"Brooklyn, New York, United States"
